**********************************************************************************

Results for system: 28 Li 12 La 48 O   8 Zr

DATE:   2/ 1/2019   11: 0:19

The first 10 points are the polyhedron corner points

**********************************************************************************

   mu_Li      mu_La      mu_O    |   mu_Zr
   -0.3242    -0.8741    -4.4461 |   -0.5526
   -0.3242    -0.8541    -4.4661 |   -0.4626
   -0.3242    -0.8541    -4.4461 |   -0.5826
   -0.3242    -0.8341    -4.4861 |   -0.3726
   -0.3242    -0.8341    -4.4661 |   -0.4926
   -0.3242    -0.8141    -4.4861 |   -0.4026
   -0.3242    -0.7941    -4.5061 |   -0.3126
   -0.3242    -0.7941    -4.4861 |   -0.4326
   -0.3242    -0.7741    -4.5061 |   -0.3426
   -0.3242    -0.7541    -4.5261 |   -0.2526
   -0.3242    -0.7341    -4.5261 |   -0.2826
   -0.3242    -0.7141    -4.5461 |   -0.1926
   -0.3242    -0.6741    -4.5661 |   -0.1326
   -0.3042    -1.3541    -4.1861 |   -1.4626
   -0.3042    -1.3341    -4.1861 |   -1.4926
   -0.3042    -1.3141    -4.2061 |   -1.4026
   -0.3042    -1.3141    -4.1861 |   -1.5226
   -0.3042    -1.2941    -4.2061 |   -1.4326
   -0.3042    -1.2941    -4.1861 |   -1.5526
   -0.3042    -1.2741    -4.2261 |   -1.3426
   -0.3042    -1.2741    -4.2061 |   -1.4626
   -0.3042    -1.2741    -4.1861 |   -1.5826
   -0.3042    -1.2541    -4.2461 |   -1.2526
   -0.3042    -1.2541    -4.2261 |   -1.3726
   -0.3042    -1.2541    -4.2061 |   -1.4926
   -0.3042    -1.2541    -4.1861 |   -1.6126
   -0.3042    -1.2341    -4.2461 |   -1.2826
   -0.3042    -1.2341    -4.2261 |   -1.4026
   -0.3042    -1.2341    -4.2061 |   -1.5226
   -0.3042    -1.2141    -4.2661 |   -1.1926
   -0.3042    -1.2141    -4.2461 |   -1.3126
   -0.3042    -1.2141    -4.2261 |   -1.4326
   -0.3042    -1.2141    -4.2061 |   -1.5526
   -0.3042    -1.1941    -4.2661 |   -1.2226
   -0.3042    -1.1941    -4.2461 |   -1.3426
   -0.3042    -1.1941    -4.2261 |   -1.4626
   -0.3042    -1.1741    -4.2861 |   -1.1326
   -0.3042    -1.1741    -4.2661 |   -1.2526
   -0.3042    -1.1741    -4.2461 |   -1.3726
   -0.3042    -1.1541    -4.3061 |   -1.0426
   -0.3042    -1.1541    -4.2861 |   -1.1626
   -0.3042    -1.1541    -4.2661 |   -1.2826
   -0.3042    -1.1541    -4.2461 |   -1.4026
   -0.3042    -1.1341    -4.3061 |   -1.0726
   -0.3042    -1.1341    -4.2861 |   -1.1926
   -0.3042    -1.1341    -4.2661 |   -1.3126
   -0.3042    -1.1141    -4.3261 |   -0.9826
   -0.3042    -1.1141    -4.3061 |   -1.1026
   -0.3042    -1.1141    -4.2861 |   -1.2226
   -0.3042    -1.0941    -4.3261 |   -1.0126
   -0.3042    -1.0941    -4.3061 |   -1.1326
   -0.3042    -1.0941    -4.2861 |   -1.2526
   -0.3042    -1.0741    -4.3461 |   -0.9226
   -0.3042    -1.0741    -4.3261 |   -1.0426
   -0.3042    -1.0741    -4.3061 |   -1.1626
   -0.3042    -1.0541    -4.3661 |   -0.8326
   -0.3042    -1.0541    -4.3461 |   -0.9526
   -0.3042    -1.0541    -4.3261 |   -1.0726
   -0.3042    -1.0341    -4.3661 |   -0.8626
   -0.3042    -1.0341    -4.3461 |   -0.9826
   -0.3042    -1.0341    -4.3261 |   -1.1026
   -0.3042    -1.0141    -4.3861 |   -0.7726
   -0.3042    -1.0141    -4.3661 |   -0.8926
   -0.3042    -1.0141    -4.3461 |   -1.0126
   -0.3042    -0.9941    -4.3861 |   -0.8026
   -0.3042    -0.9941    -4.3661 |   -0.9226
   -0.3042    -0.9741    -4.4061 |   -0.7126
   -0.3042    -0.9741    -4.3861 |   -0.8326
   -0.3042    -0.9741    -4.3661 |   -0.9526
   -0.3042    -0.9541    -4.4261 |   -0.6226
   -0.3042    -0.9541    -4.4061 |   -0.7426
   -0.3042    -0.9541    -4.3861 |   -0.8626
   -0.3042    -0.9341    -4.4261 |   -0.6526
   -0.3042    -0.9341    -4.4061 |   -0.7726
   -0.3042    -0.9141    -4.4461 |   -0.5626
   -0.3042    -0.9141    -4.4261 |   -0.6826
   -0.3042    -0.9141    -4.4061 |   -0.8026
   -0.3042    -0.8941    -4.4461 |   -0.5926
   -0.3042    -0.8941    -4.4261 |   -0.7126
   -0.3042    -0.8741    -4.4661 |   -0.5026
   -0.3042    -0.8741    -4.4461 |   -0.6226
   -0.3042    -0.8541    -4.4861 |   -0.4126
   -0.3042    -0.8541    -4.4661 |   -0.5326
   -0.3042    -0.8541    -4.4461 |   -0.6526
   -0.3042    -0.8341    -4.4861 |   -0.4426
   -0.3042    -0.8341    -4.4661 |   -0.5626
   -0.3042    -0.8141    -4.5061 |   -0.3526
   -0.3042    -0.8141    -4.4861 |   -0.4726
   -0.3042    -0.7941    -4.5061 |   -0.3826
   -0.3042    -0.7941    -4.4861 |   -0.5026
   -0.3042    -0.7741    -4.5261 |   -0.2926
   -0.3042    -0.7741    -4.5061 |   -0.4126
   -0.3042    -0.7541    -4.5261 |   -0.3226
   -0.3042    -0.7341    -4.5461 |   -0.2326
   -0.3042    -0.7341    -4.5261 |   -0.3526
   -0.3042    -0.7141    -4.5461 |   -0.2626
   -0.3042    -0.6941    -4.5661 |   -0.1726
   -0.3042    -0.6741    -4.5661 |   -0.2026
   -0.3042    -0.6541    -4.5861 |   -0.1126
   -0.3042    -0.6141    -4.6061 |   -0.0526
   -0.2842    -1.2941    -4.2261 |   -1.3826
   -0.2842    -1.2741    -4.2261 |   -1.4126
   -0.2842    -1.2541    -4.2461 |   -1.3226
   -0.2842    -1.2541    -4.2261 |   -1.4426
   -0.2842    -1.2341    -4.2461 |   -1.3526
   -0.2842    -1.2341    -4.2261 |   -1.4726
   -0.2842    -1.2141    -4.2661 |   -1.2626
   -0.2842    -1.2141    -4.2461 |   -1.3826
   -0.2842    -1.2141    -4.2261 |   -1.5026
   -0.2842    -1.1941    -4.2861 |   -1.1726
   -0.2842    -1.1941    -4.2661 |   -1.2926
   -0.2842    -1.1941    -4.2461 |   -1.4126
   -0.2842    -1.1941    -4.2261 |   -1.5326
   -0.2842    -1.1741    -4.2861 |   -1.2026
   -0.2842    -1.1741    -4.2661 |   -1.3226
   -0.2842    -1.1741    -4.2461 |   -1.4426
   -0.2842    -1.1541    -4.3061 |   -1.1126
   -0.2842    -1.1541    -4.2861 |   -1.2326
   -0.2842    -1.1541    -4.2661 |   -1.3526
   -0.2842    -1.1541    -4.2461 |   -1.4726
   -0.2842    -1.1341    -4.3061 |   -1.1426
   -0.2842    -1.1341    -4.2861 |   -1.2626
   -0.2842    -1.1341    -4.2661 |   -1.3826
   -0.2842    -1.1141    -4.3261 |   -1.0526
   -0.2842    -1.1141    -4.3061 |   -1.1726
   -0.2842    -1.1141    -4.2861 |   -1.2926
   -0.2842    -1.0941    -4.3461 |   -0.9626
   -0.2842    -1.0941    -4.3261 |   -1.0826
   -0.2842    -1.0941    -4.3061 |   -1.2026
   -0.2842    -1.0941    -4.2861 |   -1.3226
   -0.2842    -1.0741    -4.3461 |   -0.9926
   -0.2842    -1.0741    -4.3261 |   -1.1126
   -0.2842    -1.0741    -4.3061 |   -1.2326
   -0.2842    -1.0541    -4.3661 |   -0.9026
   -0.2842    -1.0541    -4.3461 |   -1.0226
   -0.2842    -1.0541    -4.3261 |   -1.1426
   -0.2842    -1.0341    -4.3661 |   -0.9326
   -0.2842    -1.0341    -4.3461 |   -1.0526
   -0.2842    -1.0341    -4.3261 |   -1.1726
   -0.2842    -1.0141    -4.3861 |   -0.8426
   -0.2842    -1.0141    -4.3661 |   -0.9626
   -0.2842    -1.0141    -4.3461 |   -1.0826
   -0.2842    -0.9941    -4.4061 |   -0.7526
   -0.2842    -0.9941    -4.3861 |   -0.8726
   -0.2842    -0.9941    -4.3661 |   -0.9926
   -0.2842    -0.9741    -4.4061 |   -0.7826
   -0.2842    -0.9741    -4.3861 |   -0.9026
   -0.2842    -0.9741    -4.3661 |   -1.0226
   -0.2842    -0.9541    -4.4261 |   -0.6926
   -0.2842    -0.9541    -4.4061 |   -0.8126
   -0.2842    -0.9541    -4.3861 |   -0.9326
   -0.2842    -0.9341    -4.4261 |   -0.7226
   -0.2842    -0.9341    -4.4061 |   -0.8426
   -0.2842    -0.9141    -4.4461 |   -0.6326
   -0.2842    -0.9141    -4.4261 |   -0.7526
   -0.2842    -0.9141    -4.4061 |   -0.8726
   -0.2842    -0.8941    -4.4661 |   -0.5426
   -0.2842    -0.8941    -4.4461 |   -0.6626
   -0.2842    -0.8941    -4.4261 |   -0.7826
   -0.2842    -0.8741    -4.4661 |   -0.5726
   -0.2842    -0.8741    -4.4461 |   -0.6926
   -0.2842    -0.8541    -4.4861 |   -0.4826
   -0.2842    -0.8541    -4.4661 |   -0.6026
   -0.2842    -0.8541    -4.4461 |   -0.7226
   -0.2842    -0.8341    -4.4861 |   -0.5126
   -0.2842    -0.8341    -4.4661 |   -0.6326
   -0.2842    -0.8141    -4.5061 |   -0.4226
   -0.2842    -0.8141    -4.4861 |   -0.5426
   -0.2842    -0.7941    -4.5261 |   -0.3326
   -0.2842    -0.7941    -4.5061 |   -0.4526
   -0.2842    -0.7941    -4.4861 |   -0.5726
   -0.2842    -0.7741    -4.5261 |   -0.3626
   -0.2842    -0.7741    -4.5061 |   -0.4826
   -0.2842    -0.7541    -4.5461 |   -0.2726
   -0.2842    -0.7541    -4.5261 |   -0.3926
   -0.2842    -0.7341    -4.5461 |   -0.3026
   -0.2842    -0.7341    -4.5261 |   -0.4226
   -0.2842    -0.7141    -4.5661 |   -0.2126
   -0.2842    -0.7141    -4.5461 |   -0.3326
   -0.2842    -0.6941    -4.5661 |   -0.2426
   -0.2842    -0.6741    -4.5861 |   -0.1526
   -0.2842    -0.6741    -4.5661 |   -0.2726
   -0.2842    -0.6541    -4.5861 |   -0.1826
   -0.2842    -0.6341    -4.6061 |   -0.0926
   -0.2842    -0.6141    -4.6061 |   -0.1226
   -0.2842    -0.5941    -4.6261 |   -0.0326
   -0.2642    -1.2341    -4.2661 |   -1.3026
   -0.2642    -1.2141    -4.2661 |   -1.3326
   -0.2642    -1.1941    -4.2861 |   -1.2426
   -0.2642    -1.1941    -4.2661 |   -1.3626
   -0.2642    -1.1741    -4.2861 |   -1.2726
   -0.2642    -1.1741    -4.2661 |   -1.3926
   -0.2642    -1.1541    -4.3061 |   -1.1826
   -0.2642    -1.1541    -4.2861 |   -1.3026
   -0.2642    -1.1541    -4.2661 |   -1.4226
   -0.2642    -1.1341    -4.3261 |   -1.0926
   -0.2642    -1.1341    -4.3061 |   -1.2126
   -0.2642    -1.1341    -4.2861 |   -1.3326
   -0.2642    -1.1341    -4.2661 |   -1.4526
   -0.2642    -1.1141    -4.3261 |   -1.1226
   -0.2642    -1.1141    -4.3061 |   -1.2426
   -0.2642    -1.1141    -4.2861 |   -1.3626
   -0.2642    -1.0941    -4.3461 |   -1.0326
   -0.2642    -1.0941    -4.3261 |   -1.1526
   -0.2642    -1.0941    -4.3061 |   -1.2726
   -0.2642    -1.0941    -4.2861 |   -1.3926
   -0.2642    -1.0741    -4.3461 |   -1.0626
   -0.2642    -1.0741    -4.3261 |   -1.1826
   -0.2642    -1.0741    -4.3061 |   -1.3026
   -0.2642    -1.0541    -4.3661 |   -0.9726
   -0.2642    -1.0541    -4.3461 |   -1.0926
   -0.2642    -1.0541    -4.3261 |   -1.2126
   -0.2642    -1.0341    -4.3861 |   -0.8826
   -0.2642    -1.0341    -4.3661 |   -1.0026
   -0.2642    -1.0341    -4.3461 |   -1.1226
   -0.2642    -1.0341    -4.3261 |   -1.2426
   -0.2642    -1.0141    -4.3861 |   -0.9126
   -0.2642    -1.0141    -4.3661 |   -1.0326
   -0.2642    -1.0141    -4.3461 |   -1.1526
   -0.2642    -0.9941    -4.4061 |   -0.8226
   -0.2642    -0.9941    -4.3861 |   -0.9426
   -0.2642    -0.9941    -4.3661 |   -1.0626
   -0.2642    -0.9741    -4.4061 |   -0.8526
   -0.2642    -0.9741    -4.3861 |   -0.9726
   -0.2642    -0.9741    -4.3661 |   -1.0926
   -0.2642    -0.9541    -4.4261 |   -0.7626
   -0.2642    -0.9541    -4.4061 |   -0.8826
   -0.2642    -0.9541    -4.3861 |   -1.0026
   -0.2642    -0.9341    -4.4461 |   -0.6726
   -0.2642    -0.9341    -4.4261 |   -0.7926
   -0.2642    -0.9341    -4.4061 |   -0.9126
   -0.2642    -0.9141    -4.4461 |   -0.7026
   -0.2642    -0.9141    -4.4261 |   -0.8226
   -0.2642    -0.9141    -4.4061 |   -0.9426
   -0.2642    -0.8941    -4.4661 |   -0.6126
   -0.2642    -0.8941    -4.4461 |   -0.7326
   -0.2642    -0.8941    -4.4261 |   -0.8526
   -0.2642    -0.8741    -4.4661 |   -0.6426
   -0.2642    -0.8741    -4.4461 |   -0.7626
   -0.2642    -0.8541    -4.4861 |   -0.5526
   -0.2642    -0.8541    -4.4661 |   -0.6726
   -0.2642    -0.8541    -4.4461 |   -0.7926
   -0.2642    -0.8341    -4.5061 |   -0.4626
   -0.2642    -0.8341    -4.4861 |   -0.5826
   -0.2642    -0.8341    -4.4661 |   -0.7026
   -0.2642    -0.8141    -4.5061 |   -0.4926
   -0.2642    -0.8141    -4.4861 |   -0.6126
   -0.2642    -0.7941    -4.5261 |   -0.4026
   -0.2642    -0.7941    -4.5061 |   -0.5226
   -0.2642    -0.7941    -4.4861 |   -0.6426
   -0.2642    -0.7741    -4.5261 |   -0.4326
   -0.2642    -0.7741    -4.5061 |   -0.5526
   -0.2642    -0.7541    -4.5461 |   -0.3426
   -0.2642    -0.7541    -4.5261 |   -0.4626
   -0.2642    -0.7341    -4.5661 |   -0.2526
   -0.2642    -0.7341    -4.5461 |   -0.3726
   -0.2642    -0.7341    -4.5261 |   -0.4926
   -0.2642    -0.7141    -4.5661 |   -0.2826
   -0.2642    -0.7141    -4.5461 |   -0.4026
   -0.2642    -0.6941    -4.5861 |   -0.1926
   -0.2642    -0.6941    -4.5661 |   -0.3126
   -0.2642    -0.6741    -4.5861 |   -0.2226
   -0.2642    -0.6741    -4.5661 |   -0.3426
   -0.2642    -0.6541    -4.6061 |   -0.1326
   -0.2642    -0.6541    -4.5861 |   -0.2526
   -0.2642    -0.6341    -4.6061 |   -0.1626
   -0.2642    -0.6141    -4.6261 |   -0.0726
   -0.2642    -0.6141    -4.6061 |   -0.1926
   -0.2642    -0.5941    -4.6261 |   -0.1026
   -0.2642    -0.5741    -4.6461 |   -0.0126
   -0.2642    -0.5541    -4.6461 |   -0.0426
   -0.2442    -1.1741    -4.3061 |   -1.2226
   -0.2442    -1.1541    -4.3061 |   -1.2526
   -0.2442    -1.1341    -4.3261 |   -1.1626
   -0.2442    -1.1341    -4.3061 |   -1.2826
   -0.2442    -1.1141    -4.3261 |   -1.1926
   -0.2442    -1.1141    -4.3061 |   -1.3126
   -0.2442    -1.0941    -4.3461 |   -1.1026
   -0.2442    -1.0941    -4.3261 |   -1.2226
   -0.2442    -1.0941    -4.3061 |   -1.3426
   -0.2442    -1.0741    -4.3661 |   -1.0126
   -0.2442    -1.0741    -4.3461 |   -1.1326
   -0.2442    -1.0741    -4.3261 |   -1.2526
   -0.2442    -1.0741    -4.3061 |   -1.3726
   -0.2442    -1.0541    -4.3661 |   -1.0426
   -0.2442    -1.0541    -4.3461 |   -1.1626
   -0.2442    -1.0541    -4.3261 |   -1.2826
   -0.2442    -1.0341    -4.3861 |   -0.9526
   -0.2442    -1.0341    -4.3661 |   -1.0726
   -0.2442    -1.0341    -4.3461 |   -1.1926
   -0.2442    -1.0341    -4.3261 |   -1.3126
   -0.2442    -1.0141    -4.3861 |   -0.9826
   -0.2442    -1.0141    -4.3661 |   -1.1026
   -0.2442    -1.0141    -4.3461 |   -1.2226
   -0.2442    -0.9941    -4.4061 |   -0.8926
   -0.2442    -0.9941    -4.3861 |   -1.0126
   -0.2442    -0.9941    -4.3661 |   -1.1326
   -0.2442    -0.9741    -4.4261 |   -0.8026
   -0.2442    -0.9741    -4.4061 |   -0.9226
   -0.2442    -0.9741    -4.3861 |   -1.0426
   -0.2442    -0.9741    -4.3661 |   -1.1626
   -0.2442    -0.9541    -4.4261 |   -0.8326
   -0.2442    -0.9541    -4.4061 |   -0.9526
   -0.2442    -0.9541    -4.3861 |   -1.0726
   -0.2442    -0.9341    -4.4461 |   -0.7426
   -0.2442    -0.9341    -4.4261 |   -0.8626
   -0.2442    -0.9341    -4.4061 |   -0.9826
   -0.2442    -0.9141    -4.4461 |   -0.7726
   -0.2442    -0.9141    -4.4261 |   -0.8926
   -0.2442    -0.9141    -4.4061 |   -1.0126
   -0.2442    -0.8941    -4.4661 |   -0.6826
   -0.2442    -0.8941    -4.4461 |   -0.8026
   -0.2442    -0.8941    -4.4261 |   -0.9226
   -0.2442    -0.8741    -4.4861 |   -0.5926
   -0.2442    -0.8741    -4.4661 |   -0.7126
   -0.2442    -0.8741    -4.4461 |   -0.8326
   -0.2442    -0.8541    -4.4861 |   -0.6226
   -0.2442    -0.8541    -4.4661 |   -0.7426
   -0.2442    -0.8541    -4.4461 |   -0.8626
   -0.2442    -0.8341    -4.5061 |   -0.5326
   -0.2442    -0.8341    -4.4861 |   -0.6526
   -0.2442    -0.8341    -4.4661 |   -0.7726
   -0.2442    -0.8141    -4.5061 |   -0.5626
   -0.2442    -0.8141    -4.4861 |   -0.6826
   -0.2442    -0.7941    -4.5261 |   -0.4726
   -0.2442    -0.7941    -4.5061 |   -0.5926
   -0.2442    -0.7941    -4.4861 |   -0.7126
   -0.2442    -0.7741    -4.5461 |   -0.3826
   -0.2442    -0.7741    -4.5261 |   -0.5026
   -0.2442    -0.7741    -4.5061 |   -0.6226
   -0.2442    -0.7541    -4.5461 |   -0.4126
   -0.2442    -0.7541    -4.5261 |   -0.5326
   -0.2442    -0.7341    -4.5661 |   -0.3226
   -0.2442    -0.7341    -4.5461 |   -0.4426
   -0.2442    -0.7341    -4.5261 |   -0.5626
   -0.2442    -0.7141    -4.5661 |   -0.3526
   -0.2442    -0.7141    -4.5461 |   -0.4726
   -0.2442    -0.6941    -4.5861 |   -0.2626
   -0.2442    -0.6941    -4.5661 |   -0.3826
   -0.2442    -0.6741    -4.6061 |   -0.1726
   -0.2442    -0.6741    -4.5861 |   -0.2926
   -0.2442    -0.6741    -4.5661 |   -0.4126
   -0.2442    -0.6541    -4.6061 |   -0.2026
   -0.2442    -0.6541    -4.5861 |   -0.3226
   -0.2442    -0.6341    -4.6261 |   -0.1126
   -0.2442    -0.6341    -4.6061 |   -0.2326
   -0.2442    -0.6141    -4.6261 |   -0.1426
   -0.2442    -0.6141    -4.6061 |   -0.2626
   -0.2442    -0.5941    -4.6461 |   -0.0526
   -0.2442    -0.5941    -4.6261 |   -0.1726
   -0.2442    -0.5741    -4.6461 |   -0.0826
   -0.2442    -0.5541    -4.6461 |   -0.1126
   -0.2442    -0.5341    -4.6661 |   -0.0226
   -0.2242    -1.1141    -4.3461 |   -1.1426
   -0.2242    -1.0941    -4.3461 |   -1.1726
   -0.2242    -1.0741    -4.3661 |   -1.0826
   -0.2242    -1.0741    -4.3461 |   -1.2026
   -0.2242    -1.0541    -4.3661 |   -1.1126
   -0.2242    -1.0541    -4.3461 |   -1.2326
   -0.2242    -1.0341    -4.3861 |   -1.0226
   -0.2242    -1.0341    -4.3661 |   -1.1426
   -0.2242    -1.0341    -4.3461 |   -1.2626
   -0.2242    -1.0141    -4.4061 |   -0.9326
   -0.2242    -1.0141    -4.3861 |   -1.0526
   -0.2242    -1.0141    -4.3661 |   -1.1726
   -0.2242    -1.0141    -4.3461 |   -1.2926
   -0.2242    -0.9941    -4.4061 |   -0.9626
   -0.2242    -0.9941    -4.3861 |   -1.0826
   -0.2242    -0.9941    -4.3661 |   -1.2026
   -0.2242    -0.9741    -4.4261 |   -0.8726
   -0.2242    -0.9741    -4.4061 |   -0.9926
   -0.2242    -0.9741    -4.3861 |   -1.1126
   -0.2242    -0.9741    -4.3661 |   -1.2326
   -0.2242    -0.9541    -4.4261 |   -0.9026
   -0.2242    -0.9541    -4.4061 |   -1.0226
   -0.2242    -0.9541    -4.3861 |   -1.1426
   -0.2242    -0.9341    -4.4461 |   -0.8126
   -0.2242    -0.9341    -4.4261 |   -0.9326
   -0.2242    -0.9341    -4.4061 |   -1.0526
   -0.2242    -0.9141    -4.4661 |   -0.7226
   -0.2242    -0.9141    -4.4461 |   -0.8426
   -0.2242    -0.9141    -4.4261 |   -0.9626
   -0.2242    -0.9141    -4.4061 |   -1.0826
   -0.2242    -0.8941    -4.4661 |   -0.7526
   -0.2242    -0.8941    -4.4461 |   -0.8726
   -0.2242    -0.8941    -4.4261 |   -0.9926
   -0.2242    -0.8741    -4.4861 |   -0.6626
   -0.2242    -0.8741    -4.4661 |   -0.7826
   -0.2242    -0.8741    -4.4461 |   -0.9026
   -0.2242    -0.8541    -4.4861 |   -0.6926
   -0.2242    -0.8541    -4.4661 |   -0.8126
   -0.2242    -0.8541    -4.4461 |   -0.9326
   -0.2242    -0.8341    -4.5061 |   -0.6026
   -0.2242    -0.8341    -4.4861 |   -0.7226
   -0.2242    -0.8341    -4.4661 |   -0.8426
   -0.2242    -0.8141    -4.5261 |   -0.5126
   -0.2242    -0.8141    -4.5061 |   -0.6326
   -0.2242    -0.8141    -4.4861 |   -0.7526
   -0.2242    -0.7941    -4.5261 |   -0.5426
   -0.2242    -0.7941    -4.5061 |   -0.6626
   -0.2242    -0.7941    -4.4861 |   -0.7826
   -0.2242    -0.7741    -4.5461 |   -0.4526
   -0.2242    -0.7741    -4.5261 |   -0.5726
   -0.2242    -0.7741    -4.5061 |   -0.6926
   -0.2242    -0.7541    -4.5461 |   -0.4826
   -0.2242    -0.7541    -4.5261 |   -0.6026
   -0.2242    -0.7341    -4.5661 |   -0.3926
   -0.2242    -0.7341    -4.5461 |   -0.5126
   -0.2242    -0.7341    -4.5261 |   -0.6326
   -0.2242    -0.7141    -4.5861 |   -0.3026
   -0.2242    -0.7141    -4.5661 |   -0.4226
   -0.2242    -0.7141    -4.5461 |   -0.5426
   -0.2242    -0.6941    -4.5861 |   -0.3326
   -0.2242    -0.6941    -4.5661 |   -0.4526
   -0.2242    -0.6741    -4.6061 |   -0.2426
   -0.2242    -0.6741    -4.5861 |   -0.3626
   -0.2242    -0.6741    -4.5661 |   -0.4826
   -0.2242    -0.6541    -4.6061 |   -0.2726
   -0.2242    -0.6541    -4.5861 |   -0.3926
   -0.2242    -0.6341    -4.6261 |   -0.1826
   -0.2242    -0.6341    -4.6061 |   -0.3026
   -0.2242    -0.6141    -4.6461 |   -0.0926
   -0.2242    -0.6141    -4.6261 |   -0.2126
   -0.2242    -0.6141    -4.6061 |   -0.3326
   -0.2242    -0.5941    -4.6461 |   -0.1226
   -0.2242    -0.5941    -4.6261 |   -0.2426
   -0.2242    -0.5741    -4.6661 |   -0.0326
   -0.2242    -0.5741    -4.6461 |   -0.1526
   -0.2242    -0.5541    -4.6661 |   -0.0626
   -0.2242    -0.5541    -4.6461 |   -0.1826
   -0.2242    -0.5341    -4.6661 |   -0.0926
   -0.2242    -0.5141    -4.6861 |   -0.0026
   -0.2242    -0.4941    -4.6861 |   -0.0326
   -0.2042    -1.0541    -4.3861 |   -1.0626
   -0.2042    -1.0341    -4.3861 |   -1.0926
   -0.2042    -1.0141    -4.4061 |   -1.0026
   -0.2042    -1.0141    -4.3861 |   -1.1226
   -0.2042    -0.9941    -4.4061 |   -1.0326
   -0.2042    -0.9941    -4.3861 |   -1.1526
   -0.2042    -0.9741    -4.4261 |   -0.9426
   -0.2042    -0.9741    -4.4061 |   -1.0626
   -0.2042    -0.9741    -4.3861 |   -1.1826
   -0.2042    -0.9541    -4.4461 |   -0.8526
   -0.2042    -0.9541    -4.4261 |   -0.9726
   -0.2042    -0.9541    -4.4061 |   -1.0926
   -0.2042    -0.9541    -4.3861 |   -1.2126
   -0.2042    -0.9341    -4.4461 |   -0.8826
   -0.2042    -0.9341    -4.4261 |   -1.0026
   -0.2042    -0.9341    -4.4061 |   -1.1226
   -0.2042    -0.9141    -4.4661 |   -0.7926
   -0.2042    -0.9141    -4.4461 |   -0.9126
   -0.2042    -0.9141    -4.4261 |   -1.0326
   -0.2042    -0.9141    -4.4061 |   -1.1526
   -0.2042    -0.8941    -4.4661 |   -0.8226
   -0.2042    -0.8941    -4.4461 |   -0.9426
   -0.2042    -0.8941    -4.4261 |   -1.0626
   -0.2042    -0.8741    -4.4861 |   -0.7326
   -0.2042    -0.8741    -4.4661 |   -0.8526
   -0.2042    -0.8741    -4.4461 |   -0.9726
   -0.2042    -0.8541    -4.5061 |   -0.6426
   -0.2042    -0.8541    -4.4861 |   -0.7626
   -0.2042    -0.8541    -4.4661 |   -0.8826
   -0.2042    -0.8541    -4.4461 |   -1.0026
   -0.2042    -0.8341    -4.5061 |   -0.6726
   -0.2042    -0.8341    -4.4861 |   -0.7926
   -0.2042    -0.8341    -4.4661 |   -0.9126
   -0.2042    -0.8141    -4.5261 |   -0.5826
   -0.2042    -0.8141    -4.5061 |   -0.7026
   -0.2042    -0.8141    -4.4861 |   -0.8226
   -0.2042    -0.7941    -4.5261 |   -0.6126
   -0.2042    -0.7941    -4.5061 |   -0.7326
   -0.2042    -0.7941    -4.4861 |   -0.8526
   -0.2042    -0.7741    -4.5461 |   -0.5226
   -0.2042    -0.7741    -4.5261 |   -0.6426
   -0.2042    -0.7741    -4.5061 |   -0.7626
   -0.2042    -0.7541    -4.5661 |   -0.4326
   -0.2042    -0.7541    -4.5461 |   -0.5526
   -0.2042    -0.7541    -4.5261 |   -0.6726
   -0.2042    -0.7341    -4.5661 |   -0.4626
   -0.2042    -0.7341    -4.5461 |   -0.5826
   -0.2042    -0.7341    -4.5261 |   -0.7026
   -0.2042    -0.7141    -4.5861 |   -0.3726
   -0.2042    -0.7141    -4.5661 |   -0.4926
   -0.2042    -0.7141    -4.5461 |   -0.6126
   -0.2042    -0.6941    -4.5861 |   -0.4026
   -0.2042    -0.6941    -4.5661 |   -0.5226
   -0.2042    -0.6741    -4.6061 |   -0.3126
   -0.2042    -0.6741    -4.5861 |   -0.4326
   -0.2042    -0.6741    -4.5661 |   -0.5526
   -0.2042    -0.6541    -4.6261 |   -0.2226
   -0.2042    -0.6541    -4.6061 |   -0.3426
   -0.2042    -0.6541    -4.5861 |   -0.4626
   -0.2042    -0.6341    -4.6261 |   -0.2526
   -0.2042    -0.6341    -4.6061 |   -0.3726
   -0.2042    -0.6141    -4.6461 |   -0.1626
   -0.2042    -0.6141    -4.6261 |   -0.2826
   -0.2042    -0.6141    -4.6061 |   -0.4026
   -0.2042    -0.5941    -4.6461 |   -0.1926
   -0.2042    -0.5941    -4.6261 |   -0.3126
   -0.2042    -0.5741    -4.6661 |   -0.1026
   -0.2042    -0.5741    -4.6461 |   -0.2226
   -0.2042    -0.5541    -4.6861 |   -0.0126
   -0.2042    -0.5541    -4.6661 |   -0.1326
   -0.2042    -0.5541    -4.6461 |   -0.2526
   -0.2042    -0.5341    -4.6861 |   -0.0426
   -0.2042    -0.5341    -4.6661 |   -0.1626
   -0.2042    -0.5141    -4.6861 |   -0.0726
   -0.2042    -0.4941    -4.6861 |   -0.1026
   -0.2042    -0.4741    -4.7061 |   -0.0126
   -0.1842    -0.9941    -4.4261 |   -0.9826
   -0.1842    -0.9741    -4.4261 |   -1.0126
   -0.1842    -0.9541    -4.4461 |   -0.9226
   -0.1842    -0.9541    -4.4261 |   -1.0426
   -0.1842    -0.9341    -4.4461 |   -0.9526
